index,dialogue_id,Q-3,Q-2,Q-1,A
1323477,MDRW2100012714.1,윤재는..저의...천년의 취향이라고요!!! 근데 암튼,아 진짜 웃겨 님 둘 다 완전 가상인간이라고요!!!! 하튼 그럼 트친이랑 실제로 만나지는 않았나요?,투디 덕후 칭긔들 만나서 뭐했나요,최근에? 한 3년기준
908591,MDRW2100001515.1,잘 생각해봐,문에 걸려있는 가죽 크로스백에 없어? 나 시험 본 그 날인데 흠 찾으면 2000원 드립니다,잘 모아두던ㄱ 가,내 기억에 모아뒀었어
1461999,MDRW2100022336.1,ㅋㅋㅋ 그쵸 감바스도 있구나 나날히 발전하네요,네 새로 생겼더라구요 이번에 새우가 탱글통글 했어요 안에 가리비인가 조개인가 홍합인가 뭐 들어있고,전 거기가서 볶음밥 많이 먹었던거같은..,ㅋㅋㅋ아 볶음밥..
69631,Chat9060,응. 아주 좋아.,자신있게 말하는구나?,그럼. 당연하지.,왜 그렇게 자신있지?
307922,HuLiC6331,당신의 개는 어떤 종인가요?,우리집 개는 말티푸야 너는 동물을 기르고 있니?,"아니요, 저는 애완동물이 없어요. 당신은 어떤 일을 하세요?",애완동물이 없구나!! 나는 지금 학생이고 아르바이트를 하고 있어~~
1379231,MDRW2100016511.1,저는 아까 약먹어서 그런지 하나도 모르겠네요 코로나 사라졌으면..,그러겤ㅋㅋㅋ 근데 오늘저녁이나 새벽에 피크고 나머지는 평온할거가태,다음날이 제일 아프지않아? 1차때아프면 코로나걸렸던거라던데,엥 아닐걸??? 면역이없어서 아픈거아냐??
943756,MDRW2100001529.1,일하러 ㅋ,그럼 스벅 안사도 내가 용서하께 땅사와 땅,유명산쪽이 좋긴 하더라,사 샀어?
172252,HuLiC320,모찌는 떡과 비슷한 디저트 음식이야. 달콤해서 차와 함께 먹기에 좋아.,차랑 같이 먹어본 적이 없어요! 언제 한번 시도해 봐야겠어요.,도쿄에도 유명한 맛집이 많이 있겠지? 혹시 아는 곳이 있어?,"저는 딱히 아는 곳은 없지만, 세계에서 가장 인기 있는 음식 중 하나라는 것은 알고 있습니다."
1418573,MDRW2100019314.1,응 같은 드레싱인듯,크리미 칠리 집에서 내가 만든거랑 비겨해봐 ㅋㅋㅋ,이게 좀 더 매콤한 듯한데,ㅋㅋㅋ글쿤 달콤한 맛은 어때
753511,MDRW2100000538.1,나 삼겹살!! 요즘 너무 땡겨,삼겹살 맛있지 ㅠㅠ난 삼겹살보다 항정살이 더맛있는거같아,맞아 ㅋㅋㄱ가브리살도 맛있구!!,대학교다닐때는 돈없어서 무한리필삼겹살 엄청먹었는데 ㅋㅋㅋㅋ 요즘엔 양보다 질이야
979842,MDRW2100001544.1,5시에 집에서 봅시다.,오늘 name3이랑 맛있는 거 사먹게 용돈 줘.. 말이 없네.. name3이랑 맛있는 거 사먹고 집에 들어갈까 싶었는데.. ;;;,... 악덕업자네...,스벅쿠폰 2장 톡방에 올려봐요. 안쓸 지 모르니깐 오빠 폴더에서 지우지는 말고
343525,HuLiC7153,당신은 어떤 일을 하세요?,난 아직 학생이야. 졸업을 하면 농사를 지으러 갈꺼야.,당신은 어떤 농사를 짓고 싶으세요?,난 과일 농사를 지을 생각이야. 토마토나 딸기 같은 과일
1060175,MDRW2100001597.1,ㅠㅠ 응,가방에 있나보지 잘 찾아봐,응 ㅠ,더 심각해졌네 우한폐렴.. 무섭다. ㅜ
1538505,MDRW2100027521.1,밖에서 타면 너무 좋죠! 근데 실외자전거 너무 비싸더라구요,맞아요 저도 예전에 어디 사은품으로 받은 자전거였어서 ㅎㅎ 좋은 거 사려면 몇십은 우습더라고요 ㅠ,맞아요ㅜㅜ 실내자전거는 가격이 저렴하고 날씨 시간 구애를 안받으니 좋더라구요 ㅋㅋ 물론 재밌는건 밖에서 경치보며 타는거겠지만,그러게요 저도 관심가서 한번 찾아봤었는데.. 집이 좁아서 스텝퍼를 사야되나 하는 중이에요 ㅎㄹ
870900,MDRW2100001394.163,,넌 그럼 바디용으로 뭐 사용하는데,난 때르메스,개운한 건 뭐야 때르메스~~
1504253,MDRW2100025157.1,아 응응,의견이 분분하잖아요 아니 학우분이,그쵸그쵸...응ㅇ응응(맥락파악!,우리학교가 인성교육이라고 프로젝트 팀플을 시키는데 omg
936853,MDRW2100001528.1,맞아!!! 워낙 집에있는거 좋아하기두하구 코로나땐 더더욱 안나갔구,다행이야 ㅠㅠ,가끔씩 만나는거나 정모있으면 내가 먹거나 다들 먹고오니!,피라맥스를? 다들.... 찐 신풍인이구나
1700123,MDRW2100039083.1,전세였거든요..^^ 집주인이 나가라면 나가야지여? 저도 일 열심히해서,아이구 글쿠나,돈많이 벌어서 집사야겠어여,네네 그럽시다 이직하는거어때요
401119,HuLiC8483,여름엔 역시 공포지,나는 사실 공포영화 잘 안 좋아하긴 하는데 같이 본 친구가 좋아해서 같이 봐줬어,ㅋㅋ나도 공포 잘 못봐.. 그래서 어땠어?,이걸 나는 1편을 안 보고 봐서 좀 의아한 것도 있긴 했는데 공포영화답게 좀 심장 졸이긴 했지
865205,MDRW2100001387.35,졸려서그랫두 힝,힝 힝 힝 히이,name2보는데 피곤탱이면혼낫,name2 냐
813195,MDRW2100001278.35,그냥 텃밭에 다녀왔지,우리 텃밭 무럭무럭 하더라,진짜 숲이더라고,싱싱하고 많이 자랐어
708917,﻿MDRW2100000154.1,,,언니~ 밥 하느라 바쁘시죠?,ㅎㅎ 오늘은 비빔밥이야
1305963,MDRW2100011435.1,간단하게 챙겨먹었네요 그쪽은요?,한식이여,맛있게 드셨나요,넵 밥심이죠
143659,HuLiC2540,그럼 다른 사람보다 상대적으로 나은 장점은 뭐가 있어?,"그것은 좋은 질문이네요. ""좋은""과 ""나쁜""을 어떻게 정의하느냐에 따라 다르겠죠.",스스로 판단하기에 좋은점 이라고 할까?,맞아요. 겸손하고 자신을 다른 사람과 비교하지 않는 것이 중요하다고 생각합니다.
1574191,MDRW2100029988.1,아하~~ 그럼 결혼을 일찍 하신 편이세요?,보통이조 아닌가요?,보통이싱거 같아요! 그럼 자식분들도 있으신가요?,네 초딩이요
1567104,MDRW2100029486.1,된장 찌개해보려구요,계속 먹으면 질리겠군요 순두부찌개는 어떤가요?,그것도 좋은데 양념을 된찌로 샀어요,금강만두 육개장도 맛있습니다
357510,HuLiC7476,아니. 포트폴리오를 만들진 않았어. 아는 사람들을 통해서 일하는거라~,그럼 발을 들여놓을 수 있는 좋은 방법이네요. 너의 남은 시간에 뭘 하고 싶어요?,너랑 만나서 커피 한잔 하려고. 괜찮지?,커피 좋아해요. 어떤 커피를 좋아하세요? 저는 크림과 설탕을 곁들인 것이 좋습니다.
1627889,MDRW2100033660.1,신입간호조무사한테 맞기기에는 너무 중요한일 아니가,그리고 원래 주사 의사가 나줘야 되는거 아님?,오늘부터 접종날짜 수정예약 가능하네,난 귀찮아서 하기 싫다
326829,HuLiC6769,"오, 그거 좋네요. 당신이 남편과 좋은 시간을 보냈기를 바랍니다. 어떤 약속을 하셨습니까?",친구 부부와 같이 크리스마스를 보낼거같아.,정말 재미있을 것 같네요. 나는 휴일을 함께 보낼 친구가 있었으면 좋겠어요.,저번에 나한테 얘기하던 친구랑 같이 주말 보내면 되잖아.
766392,MDRW2100001095.21,옛날에는,취득세등등 많아서,100%였어 ㅋㅋ,근데 내가말하는건 그냥 분양권을 파는거라 상관없우 분위기보구 홀딩하거나 아님 당첨되구 돈안내구 버려두대
1341804,MDRW2100013963.1,그래서 사과문 올렸나봐요,무슨무슨 바?,바이두바? 없어졌다고 ㅇㅇ,그게 닫은건 첨이래요 보통 쉴드의 세곈데 오죽했음ㅡㅡ
443417,HuLiC9459,오잉 어디에서?,네이버 블로그ㅋㅋㅋ,오 진짜?,응 블로그에 추천글 많아ㅋ
391546,HuLiC8261,그래~,묘진아 안녕,네 안녕하세요!,너 저번에 이제훈배우님 좋아한다고 그랬지?
1342657,MDRW2100014021.1,주로 어디 보시나요?,같은 직업을 가진 사람들이 가입된 비공개 카페인데요. 도움을 많이 받고 있어요.ㅎ,오~~특수?한 직업이신가봐요,아.. 특수한지는 모르겠고 ㅎ 궁금한 일이 생기면 카페에 질문 올리면 답을 주니 좋더라구요.
1220751,MDRW2100005550.1,근데 사실 어떤 관심사든 같이 관심있난개 있으면 얘기하기도 좋고 그러게요!! 진짜 좋은 방법인데요,네 서로 통하고 얘기 거리가 되죠 근데 더 조심해서 투자해요 올케 잘못되면 안되서,어우 근데 주식은 사실 누거 탓하면 안돼죠 가족이라도 난 내가 생각한 정보를 주는거고,그렇죠 그냥 부담감이죠
1577007,﻿MDRW2100030186.1,,,영화 좋아하세요?,넹 자주 보는 편이예요 name2님은 최근에 본 영화 있으세요?
1500662,MDRW2100024903.1,네 국물떡볶이 먹었어요 님은요?ㅎㅎ,닭가ㅅ살먹었어요 치즈퐁듀 맛이라해서 사놓은게 있어서 먹었는데 역시 좀 느끼하더라구요 국물떡볶이 맛나겠어요,닭가슴살 치즈퐁듀맛은 안먹어봤어요 치즈향 가득할것같네요,네 치즈가 단팥빵처럼 안에 고여있어서 베어물면 치즈가 쭈욱~ ㅎ 오늘 저녁은 머드셨어요?
1877721,MDRW2100047037.1,소속사가 일해야지.. ㅋㅋㅋ,거리가 멀거같지 후후...,ㅋㅋㅋ 너무 잘뽑아도 위화감들어서,와 소속사도
1730571,MDRW2100041290.1,앗 그렇구나,달지않으면!!좋아,이번 여름이 유독 그렇구나 앗 나는 단 걸 좋아하는데 (?) 아니 나는 그 보고니벗이 먹었던,설빙껀 좀 많이 달았던거같고 ㅎㅎ
324637,HuLiC6718,,새해 복 많이 받아라,당신도 새해 복 많이 받으세요!,올해 소원이 뭐야?
1476962,MDRW2100023336.1,근데 재밋는게 둘다 애기죠 ㅋㅋㅋ,동갑이면 능력이 좋은건가요?,그때가 제가 23~4?,ㅎㅎㅎ 열정적이셨군요ㅎ 우와ㅎ 엄청 어리렸네요ㅎ
1702975,MDRW2100039297.1,아 그거 누가한 말이었죠 너무 존경스러운 분,아이돌이었던 것 같은데 라비였나 짤로만 봤어서 ㅋㅋ ㅋ 건강관리는 해야하지만 역시 끊기 어려운 것들...,저는 그럼 짧고 굵게 가겠습니다,꿀만 빨다 가고 싶어요 운동이라도 해야 하는데
1354592,MDRW2100014821.1,그러니까요 사진첩에 하늘사진 가득가득해요 내일은 그래도 서울은 비가 안오나봐요,오 하늘 사진 자주 찍으시는군요! 좋아하는 계절은 어느 계절이세요? 진짜 비 멈춰야해요ㅠ 저희지역도 오늘 안온댔는데 하루종일 부슬비가~~,지금 이맘때랑 봄이 좋은데요 회사다니기엔 여름이 최고좋아요 에어컨빵빵! 겨울엔 아침에 일어나기 너무 힘들어요ㅜㅠ 부산엔 진짜 비가 많이 왔다더라고요ㅜㅠ,맞아요 빵빵 뭔가 합법적 피서... 여름엔 더워서 그런가 눈이 잘 떠지더라구여 해도 금방뜨고 봤어유ㅠㅠ 뉴스에선 보도 많이 안해주긴하던데 시간당 비가 300mm쯤 왔다고 본 것 같은데
1633574,MDRW2100034068.1,무슨 재료들어간 음료임?,뭔가요새 계속 우울한데 브랜드임 백종원커피 프랜차이즈,백다방? 비와서그러나,달달한거 먹으면 일시적으로 기분 좋아짐
256734,HuLiC515,난 안드로이드가 좋아! 일단 기능이 다양하고 편리해!,저도요! 스마트폰으로 여러 가지 일을 할 수 있다는 사실이 너무 좋아요.,근데 내가 스마트폰을 잘 활용을 못하는거 같아,안됐군요. 업무용이나 개인적인 용도로 사용하는 스마트폰이 있나요?
1538266,MDRW2100027509.1,웅,확실해? 안됐다...,그리구 시험있자나 아직 수행평가 기간은 아니지만...,시험이 제일 스트레스지
1864137,MDRW2100047028.1,와우,ㅈ같은 푸딩카메라로 찍어서,무슨 그림 같네,화질이... 진짜 어플은 왜썼을까
902975,MDRW2100001514.1,일단 그건 이모네 자율로 맡기고 니는 나중에 엄마나아빠한테 축의 어째하냐고 물어나봐봐,알았다,ㅇㅋ 놀다드가셈 어디서놈?,시 청 ㅋㅋㅋㅋ
1695042,MDRW2100038707.1,그런가요? 요샌 너무 생각하는 드라마는 싫드라,응 안그래도 현실도 그런데 드라마까지 그러면 심난할듯,그러니깐요 좀 코믹한 드라마도 필요함,홍재매 드라마도 하나봐
826579,MDRW2100001328.14,배고파,자꾸 나가ㅏ생각나 여보 집 조심히 들어가용,집에왔어용 하하하하,우리여보 모해요
1599326,MDRW2100031748.1,그런데요,착한 제 친구가 그렇게 말할 정도면 정말 얼굴이 아니었나봐요,슬프네요 정말 안 남 얼굴이란,여튼 그래서 몇 번 만나고 있는데 그 아주머니께서 당장 결혼을 하자고 다음 달에 식 잡을까 이런 식으로 말을 하면서 몸만 오라고 했대요
893514,MDRW2100001500.1,안먹어얌 넷플릭스 내일까지면 내일해지해도 상관없나?,해지함 오늘,오켕 아숩지만 여기까지 ㅋㅋ,생각보다 많이 안보는듯ㅋ 곱창땡..
1243776,MDRW2100007143.1,한번 시필 느낌으로 장만하셨다가 내놓는 분들도 많이 계세요! 그냥 필감 느껴보고 별로면 내놓으시는 분들 많은데 그런 분들꺼 사시면 바로 고장나거나 그렇진 않으실거에요,당근마켓도 한번 둘러봐야겠어요 ㅋㅋ 물론 전 당근을 한번도 해본적이 없긴 한데,트위터하시면 트위터쪽에 #펜팔아펜산다 라는 해시태그로 서치해보셔도 좋을거 같아요 매물 은근 많이 나오거든용,우와 대박 진정한 꿀팁 알고 가네요 감사해요!! ㅎㅎ
1486625,MDRW2100023975.1,양배추랑 상추 깻잎 당근 등등 넣네요 전엔 치커리도 넣어봤는데 이건 맛이 너무 강해서 안어울리더라구요,오 치커리... 다음에 만들어보려구 물어봤어요~ ㅎㅎ,어머~ 치커리는 넣지마세요 ㅠㅠ 그리고 채소 넣으실 땐 최대한 얇게 채썰기 해요,아하ㅏㅏ ㅋㅋㅋ 알려주셔서 감사해요~ 다음에 꼭 해먹어 볼게요!!
68767,Chat8879,오늘 이별하자고 말하고 왔어.,왜 헤어진건데 사랑한게 아니야?,아니 아직도 사랑하는데 점점 좋아할수록 그녀의 단점이 보이기 시작하는거야.,그건 당연한거 아닌가?
1697278,MDRW2100038876.1,후보는 따로 없어요,그럼 어려운데요 칼국수? 더우면 돈가스냉면이요,오 돈가스냉면도 있나요? 먹을거면 더 추워지기 전에 먹어야겠네요,아뇨ㅋㅋㅋ둘을 세트로 먹으면 맛있더라고요
966411,MDRW2100001540.1,서울 할머니 전화해서 아빠 생일에 미역국 끓여 주라고 하더라 글구 name3이 보고싶다면 길에서 만나면 얼굴도 못알본다고 하셔,ㅎㅎ,당근마컷에 올렸니 우리name1 바쁜가바,짜파게티 는 1000원이고 2890원은 8월에 엘포인트로 페이백 된대요
1464622,MDRW2100022520.1,아 지금은 솔로입니다!ㅎ,저는 비혼주의예요ㅎㅎㅎ 결혼 어떻게 생각하세요?,어 저두 비혼주의자예요!!,오! 어떤 이유가 있으세요? 전 주변 사례들도 그렇고 가깝게는 가족들 부터 비혼을 결심하게 해서...
1267051,MDRW2100008709.1,수영..수영이 뭐죠 어떤거죠?!,수영만화일기예요 제목이!! 어푸어푸 하는거요 ㅋㅋㅋ,헐 못봤어요 귀엽나보죠?!,일상툰인데 막 수영하고싶어지고그래요 코시국만 아니었으면 바로 등록했을걸요 ㅋㅋㅋ
41153,Chat360,해태 아닐까?,난 삼성이라고 생각했는데 아닌가?,나도 잘 모르겠어.,너 말이 맞는 것 같기도 하고.
1232589,MDRW2100006346.1,왜 얼떨결인가요,지나가다 친구가 너 뉴질래드 갈래? 해서 응!! 하고 그길로 시험보러 갔어요 ㅋㅋㅋ,그럼 자비부담은 없었나요,있었어요. 백만원이었나? 가물가물하네요
141704,HuLiC2496,"네, 있습니다. 허리 부위가 따끔따끔 아파요.",오랫동안 그랬던거야? 너도 허리 안좋구나,"네, 어렸을 때부터 허리가 아팠어요. 그것은 만성적인 고통입니다.",혹시 디스크있어? 나도 허리 디스크가 있거든 ㅠㅠ
1101176,MDRW2100001619.1,그럼 뜨끈하니 좋았어,ㅋㅋㅋ좋다 청소기를 도대체 얼마나 돌려야 머리카락이 안보일까...,어쩔수없셔 쟈갸 쟈갸 오늘 name6생일이다,응 그렇더라 축하한다고 카톡해도됭?
338529,HuLiC7038,정말 재미있을 것 같네요! 당신은 크리스마스를 기념하기 위해 무엇을 할 건가요?,멋진 테이블을 차리고 음악도 듣고 올해 크리스마스를 기념하는 사진을 남겨야지.^^,정말 재미있을 것 같네요. 당신은 어떤 종류의 음악을 듣는 것을 좋아하나요?,재즈. 알앤비 등을 좋아해.
1204006,﻿MDRW2100004423.1,,,여행좋아해요?,네 코로나 전에는 많이 다녔었어요 기억에 남는 여행지가 있나요?
767408,MDRW2100001100.15,응 골프치러가면 아먹고 가야지 6시30분에약 하셧대,아 예약했나,응 예약하고 가야지 방이 있어 아님 기다려야되,허리아프다느뉘ㅣ name3가자끄 끌고간다ㅜ
